filename,relative_path,cluster_id,mood_id,mood_name_ko,mood_name_en,tags,color_tag,is_representative,source,notes
12f1193ca3cd.jpg,12f1193ca3cd.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
13a163ca65ea.jpg,13a163ca65ea.jpg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
15225d33761b.jpg,15225d33761b.jpg,6,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,False,ohou.se,
17a6a29a8b91.jpg,17a6a29a8b91.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,True,ohou.se,
17ee191e62db.jpg,17ee191e62db.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
194fbb18c2bc.jpeg,194fbb18c2bc.jpeg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
1974258cbeb0.JPG,1974258cbeb0.JPG,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
19e132328d6a.jpg,19e132328d6a.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
1a2cafba19c0.jpeg,1a2cafba19c0.jpeg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
1bc9d32396d7.JPG,1bc9d32396d7.JPG,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
1d94e0f592a3.jpg,1d94e0f592a3.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
1f51f109fd2b.jpg,1f51f109fd2b.jpg,6,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,False,ohou.se,
21c17bce67ca.jpg,21c17bce67ca.jpg,7,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
21e6d8a0aeee.jpg,21e6d8a0aeee.jpg,6,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,False,ohou.se,
224b38b0b16a.jpg,224b38b0b16a.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
2279efc40a99.jpg,2279efc40a99.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
2290e17bbabe.png,2290e17bbabe.png,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
232a4905acd6.jpg,232a4905acd6.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
237f4c77b583.jpg,237f4c77b583.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
23a6f06d5e3c.jpg,23a6f06d5e3c.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
23bfbc7365d4.jpg,23bfbc7365d4.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
23c8774a2c63.jpg,23c8774a2c63.jpg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,True,ohou.se,
2509c56db69d.JPG,2509c56db69d.JPG,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
2521ea2872e5.jpg,2521ea2872e5.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
25c3c767a8bf.jpeg,25c3c767a8bf.jpeg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
283731730e66.jpg,283731730e66.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
289715d36211.jpg,289715d36211.jpg,7,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
29270f517827.jpg,29270f517827.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
2945282feb35.jpg,2945282feb35.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
2acfe914ec30.jpeg,2acfe914ec30.jpeg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
2bc7318c8cb8.jpg,2bc7318c8cb8.jpg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
2c4ea526a75e.jpg,2c4ea526a75e.jpg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
2dcaff7b335a.jpg,2dcaff7b335a.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
2e5c2775a885.jpg,2e5c2775a885.jpg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
2e9d1536ba4d.jpg,2e9d1536ba4d.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
2ea3667e0682.jpg,2ea3667e0682.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
2efb50d44eb4.jpg,2efb50d44eb4.jpg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
2f7cb9a420e9.jpg,2f7cb9a420e9.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
2fd1cd319cc7.jpg,2fd1cd319cc7.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,True,ohou.se,
2fdc533edf5e.jpg,2fdc533edf5e.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
3056d81ac50f.jpg,3056d81ac50f.jpg,2,bright_airy,밝은 에어리,bright airy open studio,"bright,airy",,True,ohou.se,
30e4c16c4917.jpg,30e4c16c4917.jpg,7,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,True,ohou.se,
30f0a9309b13.png,30f0a9309b13.png,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
31ee9e8c16e5.jpg,31ee9e8c16e5.jpg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
32eaaa0c7ecf.jpg,32eaaa0c7ecf.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
33699bbefc6b.jpg,33699bbefc6b.jpg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
33f2cfc5f79e.jpg,33f2cfc5f79e.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
34b7856b7c14.jpg,34b7856b7c14.jpg,6,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,False,ohou.se,
3510a574ed28.jpg,3510a574ed28.jpg,2,bright_airy,밝은 에어리,bright airy open studio,"bright,airy",,False,ohou.se,
356301249d45.jpg,356301249d45.jpg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
35d3d028eb6e.jpeg,35d3d028eb6e.jpeg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
37a2e163d1c4.jpg,37a2e163d1c4.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
37b520f5df77.jpeg,37b520f5df77.jpeg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
39dc638be854.jpg,39dc638be854.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
3a5ad9150b02.jpg,3a5ad9150b02.jpg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
3a6f88b20aac.jpg,3a6f88b20aac.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
3ae427e3ffb9.jpeg,3ae427e3ffb9.jpeg,2,bright_airy,밝은 에어리,bright airy open studio,"bright,airy",,True,ohou.se,
3b5bd3e387a4.jpg,3b5bd3e387a4.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
3bdd7363f5eb.jpg,3bdd7363f5eb.jpg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
3e7ca6995e6f.JPG,3e7ca6995e6f.JPG,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
3eae342060c1.jpg,3eae342060c1.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
3f120b7adbf4.jpg,3f120b7adbf4.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
3f9ae27cab74.jpg,3f9ae27cab74.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,True,ohou.se,
40246424323d.png,40246424323d.png,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
404e2ff66d1c.jpg,404e2ff66d1c.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
40ead260f549.jpeg,40ead260f549.jpeg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
413b26f113b4.jpg,413b26f113b4.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
418968354e43.jpg,418968354e43.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
430ccec1c47b.jpg,430ccec1c47b.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
439e044731bc.JPG,439e044731bc.JPG,2,bright_airy,밝은 에어리,bright airy open studio,"bright,airy",,False,ohou.se,
47a009def130.jpg,47a009def130.jpg,6,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,False,ohou.se,
49bf5f18a7cb.jpeg,49bf5f18a7cb.jpeg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
4a0efb8c8370.jpg,4a0efb8c8370.jpg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
4b12a750f1ce.jpg,4b12a750f1ce.jpg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
4b807cb1ec42.jpg,4b807cb1ec42.jpg,6,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,False,ohou.se,
4be16c12685e.jpg,4be16c12685e.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,True,ohou.se,
4c0a1b94f054.jpg,4c0a1b94f054.jpg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
4c0b76dd0c81.jpg,4c0b76dd0c81.jpg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
4c9484c06e5f.jpg,4c9484c06e5f.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
4cb9422b06f8.jpeg,4cb9422b06f8.jpeg,2,bright_airy,밝은 에어리,bright airy open studio,"bright,airy",,False,ohou.se,
4d770ae5942c.jpg,4d770ae5942c.jpg,6,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,False,ohou.se,
4dc4c27cc26b.jpeg,4dc4c27cc26b.jpeg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
4e58d9ab382a.jpg,4e58d9ab382a.jpg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
4f6db5b300bb.jpg,4f6db5b300bb.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
4ff71505a0c8.jpg,4ff71505a0c8.jpg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
500c12ce7e3f.jpg,500c12ce7e3f.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
502d9671967f.jpg,502d9671967f.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,True,ohou.se,
534c8b6a08ee.JPG,534c8b6a08ee.JPG,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,True,ohou.se,
53cc10273ae8.jpg,53cc10273ae8.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
53dab1f6bdda.jpg,53dab1f6bdda.jpg,6,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,False,ohou.se,
54d70e7cc9f3.jpg,54d70e7cc9f3.jpg,6,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,True,ohou.se,
55db90c9194e.jpg,55db90c9194e.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
56beb38e6521.jpg,56beb38e6521.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
574c7e95faa2.jpeg,574c7e95faa2.jpeg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
57b0d6f9ba74.jpg,57b0d6f9ba74.jpg,6,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,False,ohou.se,
587567ead34d.jpg,587567ead34d.jpg,6,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,True,ohou.se,
59991104ff98.jpg,59991104ff98.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,True,ohou.se,
59a13b47c446.jpg,59a13b47c446.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
5a8eb6a383a8.jpeg,5a8eb6a383a8.jpeg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
5b35bdf04336.jpg,5b35bdf04336.jpg,2,bright_airy,밝은 에어리,bright airy open studio,"bright,airy",,False,ohou.se,
5b396f1331ac.jpg,5b396f1331ac.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
5b60a1ed1ae7.jpg,5b60a1ed1ae7.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
5c6c6589247a.JPG,5c6c6589247a.JPG,2,bright_airy,밝은 에어리,bright airy open studio,"bright,airy",,False,ohou.se,
5cdf711d4939.jpeg,5cdf711d4939.jpeg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
5ce33f94121a.jpg,5ce33f94121a.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
5cf95afd8343.jpg,5cf95afd8343.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
5dcc1bc7da90.jpg,5dcc1bc7da90.jpg,2,bright_airy,밝은 에어리,bright airy open studio,"bright,airy",,False,ohou.se,
5de8e39ee10e.jpg,5de8e39ee10e.jpg,7,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
5e19684d3212.jpg,5e19684d3212.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
5e8898091053.jpg,5e8898091053.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
618596d43015.jpg,618596d43015.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
61ea4b51a8b1.jpg,61ea4b51a8b1.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
62d80d1ff7a8.JPG,62d80d1ff7a8.JPG,7,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
63d1aeeb3f53.png,63d1aeeb3f53.png,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
649fffb69a5d.jpg,649fffb69a5d.jpg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
65dbbf7a185a.jpg,65dbbf7a185a.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
66dff7ac6acf.jpg,66dff7ac6acf.jpg,2,bright_airy,밝은 에어리,bright airy open studio,"bright,airy",,False,ohou.se,
6756c4112cc4.jpg,6756c4112cc4.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
690eb1768353.jpeg,690eb1768353.jpeg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
6a0ce1caf4cf.jpg,6a0ce1caf4cf.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
6a9a167c50b8.jpg,6a9a167c50b8.jpg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
6af703a65416.jpg,6af703a65416.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
6b284ca600ce.jpg,6b284ca600ce.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
6b2c93034b1d.jpg,6b2c93034b1d.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
6c0a9d5df83f.jpg,6c0a9d5df83f.jpg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
6c824dfdc03b.jpg,6c824dfdc03b.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
6d52d467989f.jpg,6d52d467989f.jpg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
6e367ba857b9.jpg,6e367ba857b9.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
6fde19de3f90.jpg,6fde19de3f90.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
70200bf33f97.jpg,70200bf33f97.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
7147fc565ad4.jpg,7147fc565ad4.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
71506a4c2149.jpg,71506a4c2149.jpg,2,bright_airy,밝은 에어리,bright airy open studio,"bright,airy",,False,ohou.se,
71846af7f20d.jpeg,71846af7f20d.jpeg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
733e69be25c0.jpg,733e69be25c0.jpg,6,warm_cozy,따뜻한 코지 원룸,warm cozy studio apartment interior,"warm,cozy",,False,ohou.se,
73b356807a93.jpg,73b356807a93.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
743ede0feed6.JPG,743ede0feed6.JPG,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
74a893dc6d5d.jpg,74a893dc6d5d.jpg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
7564f96a4578.jpg,7564f96a4578.jpg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
76e1b2b002c0.jpg,76e1b2b002c0.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,True,ohou.se,
7736201e2aa1.jpeg,7736201e2aa1.jpeg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
78ec38b81a15.jpg,78ec38b81a15.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
79094de2e41d.jpg,79094de2e41d.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
7968f70bdb8f.jpg,7968f70bdb8f.jpg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
7a5df9d45492.png,7a5df9d45492.png,2,bright_airy,밝은 에어리,bright airy open studio,"bright,airy",,False,ohou.se,
7abb55b41b2a.png,7abb55b41b2a.png,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
7c16962a1ebf.jpg,7c16962a1ebf.jpg,2,bright_airy,밝은 에어리,bright airy open studio,"bright,airy",,False,ohou.se,
7cf48c23b481.png,7cf48c23b481.png,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
7fd83fc5b307.jpg,7fd83fc5b307.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
804ac59d024e.jpg,804ac59d024e.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
8222a30347bc.jpeg,8222a30347bc.jpeg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
8295557183b8.jpg,8295557183b8.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
8296460f85a4.jpg,8296460f85a4.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
82bfb8065990.jpeg,82bfb8065990.jpeg,1,minimal_white,미니멀 화이트,minimal white scandinavian room,"minimal,white",,False,ohou.se,
85640692df8e.jpg,85640692df8e.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
866a9f7450ec.jpg,866a9f7450ec.jpg,3,cute_pastel,파스텔 귀여운,cute pastel room decor,"cute,pastel",,False,ohou.se,
867d63e2bc8b.jpeg,867d63e2bc8b.jpeg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
87b09ff61788.jpeg,87b09ff61788.jpeg,2,bright_airy,밝은 에어리,bright airy open studio,"bright,airy",,False,ohou.se,
8858e655877a.jpg,8858e655877a.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
8b0640ccd249.jpg,8b0640ccd249.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
8b2343f568a8.jpg,8b2343f568a8.jpg,7,luxury_modern,럭셔리 모던,luxury modern studio apartment,"luxury,modern",,False,ohou.se,
8c38300cf8b5.jpeg,8c38300cf8b5.jpeg,5,vintage_retro,빈티지 레트로,vintage retro small room,"vintage,retro",,False,ohou.se,
8cb2d68d08f5.jpg,8cb2d68d08f5.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,True,ohou.se,
8d3fac4380e2.jpg,8d3fac4380e2.jpg,4,monochrome_minimal,모노톤 미니멀,monochrome minimalist interior,"monochrome,minimal",,False,ohou.se,
8e2f87f73962.jpg,8e2f87f73962.jpg,0,natural_wood,내추럴 우드,natural wood tone small room,"natural,wood",,False,ohou.se,
8f69fb675409.jpg,8f69fb675409.jpg,2,bright_airy,밝은 에어리,bright airy open studio,"bright,airy",,False,ohou.se,
